review,product_id
1,21
3,1
2,8
1,5
5,22
5,3
1,14
1,1
2,7
5,17
5,1
5,7
2,14
5,15
1,9
2,25
4,23
3,11
2,5
3,25
1,4
1,13
3,12
3,20
4,2
1,18
1,13
3,18
5,21
5,12
1,7
2,2
3,25
2,3
4,4
4,9
3,21
3,6
2,12
3,22
1,23
2,20
2,18
4,6
3,13
5,21
3,8
1,25
1,8
4,11
1,9
5,7
3,23
4,7
4,13
3,5
2,5
5,24
3,18
5,24
5,14
3,13
2,8
4,17
1,3
2,4
2,21
4,22
1,20
4,13
4,20
3,17
1,18
1,22
5,22
3,25
3,25
3,4
2,14
1,15
3,24
2,17
1,17
3,21
5,21
2,20
3,5
2,25
5,18
5,1
4,11
1,1
3,12
1,8
5,8
1,3
4,24
5,3
2,25
4,5
2,18
5,9
4,20
5,7
2,25
3,23
3,13
5,15
1,15
2,8
3,3
5,1
2,18
2,19
1,1
1,23
1,8
3,2
5,3
3,8
4,22
5,7
5,5
4,19
4,8
2,14
1,4
4,22
4,12
4,14
1,24
1,22
4,2
3,24
2,4
2,7
4,18
4,5
3,6
2,15
4,3
1,18
5,2
1,1
2,25
4,6
4,16
4,7
2,2
1,13
3,13
3,15
5,14
4,22
2,5
2,10
5,2
5,24
3,2
1,2
4,19
5,17
1,6
1,17
1,6
1,20
2,22
1,13
2,19
5,19
5,2
4,3
5,22
5,19
3,11
3,7
3,8
2,13
3,22
3,15
1,25
4,1
5,20
1,4
2,18
3,17
3,5
2,3
3,12
4,6
3,18
5,20
5,1
1,10
3,5
1,4
5,24
3,5
5,10
3,7
3,7
4,17
1,9
4,3
1,9
3,1
2,25
3,21
4,6
4,18
1,18
1,4
2,23
1,18
5,12
2,18
2,14
3,2
1,12
2,12
2,22
1,22
5,12
5,14
2,24
2,8
4,6
2,1
3,24
2,14
2,9
1,23
1,13
2,16
4,7
3,12
2,8
2,1
3,13
1,9
3,25
5,12
5,13
1,11
3,4
5,6
1,9
5,4
3,14
3,24
5,14
1,17
5,13
3,7
4,2
5,1
2,18
4,12
3,3
3,20
1,22
3,24
3,17
4,22
4,11
3,23
2,18
4,7
4,22
2,22
5,20
4,10
1,18
3,10
4,7
5,19
3,21
4,15
2,15
4,17
2,24
1,22
5,10
5,22
1,11
2,25
3,22
2,8
1,5
2,2
5,16
1,25
4,15
5,21
4,7
4,16
2,8
1,21
1,25
4,25
2,8
5,23
1,15
2,18
4,4
4,5
5,22
5,18
4,11
5,20
5,14
2,15
4,24
3,15
2,25
3,21
5,25
2,16
4,9
3,3
3,8
3,11
1,18
2,5
4,8
2,23
2,23
4,3
3,14
4,18
1,14
4,7
5,13
1,23
5,25
4,13
3,1
4,10
5,14
5,24
2,20
2,16
4,9
1,16
3,13
4,22
2,24
2,15
5,20
4,1
5,19
1,22
4,3
4,5
1,6
4,9
2,11
3,15
4,11
4,9
1,9
1,16
5,24
3,2
1,8
1,25
1,25
2,8
5,1
2,5
4,5
1,22
2,19
3,15
3,25
5,6
1,20
2,25
1,10
1,19
5,10
4,22
2,13
5,3
2,23
3,4
5,22
5,4
3,2
4,18
3,22
5,3
3,21
4,1
1,16
3,14
4,21
2,23
2,14
5,24
3,21
5,20
4,25
4,15
5,24
3,9
1,8
4,9
4,8
5,19
4,22
1,11
3,16
4,6
3,7
3,9
5,9
3,23
1,18
2,17
2,3
4,24
5,16
2,25
4,23
4,21
1,15
3,3
4,8
2,23
5,10
4,12
5,18
4,12
5,24
3,11
4,23
3,9
2,9
2,4
1,11
5,24
2,25
2,7
4,24
5,9
5,25
3,20
2,4
2,10
2,12
1,10
5,23
3,5
1,2
3,18
2,23
4,21
1,4
3,19
4,16
3,15
1,6
4,9
1,4
4,13
5,3
1,21
2,5
3,19
2,3
5,4
4,25
5,20
2,20
5,25
4,13
3,15
4,19
5,10
1,20
1,20
2,25
2,21
1,9
2,6
5,6
2,3
4,1
5,15
3,16
2,2
3,10
4,23
2,3
5,9
2,22
1,14
2,18
2,21
2,9
1,3
3,6
5,20
4,10
4,4
3,23
4,23
5,9
4,18
1,15
1,20
3,14
3,20
1,1
5,8
1,19
3,25
1,19
2,25
5,16
4,21
2,9
4,19
4,21
4,3
4,12
3,11
1,22
3,6
4,14
4,10
5,25
4,2
3,3
3,9
4,4
1,17
5,22
4,15
2,2
3,17
4,20
4,21
1,25
3,7
2,18
4,10
4,23
1,4
5,21
2,8
5,10
5,1
1,14
1,8
1,15
2,21
3,16
3,17
4,14
2,16
5,15
4,5
5,7
2,17
3,3
4,25
5,11
1,9
3,10
5,19
4,22
4,5
4,18
3,12
5,18
4,13
2,11
2,23
4,19
4,8
3,2
4,24
4,23
2,13
1,16
5,5
3,19
4,4
5,4
1,15
2,24
2,14
4,3
3,9
4,20
1,21
5,11
3,13
4,21
1,18
1,20
3,8
1,8
1,14
1,25
2,15
3,23
1,1
1,11
3,10
4,12
2,5
4,17
2,19
2,6
5,3
5,13
2,22
5,16
2,5
3,15
3,15
1,22
3,15
5,22
1,6
3,15
3,19
4,21
3,23
3,15
4,7
1,16
4,8
3,19
3,19
3,23
4,1
1,9
1,19
4,20
2,10
3,20
2,8
3,20
2,22
1,21
1,21
4,10
5,2
2,12
3,3
4,11
2,6
5,5
5,12
3,17
3,6
3,16
3,24
4,4
2,3
2,25
4,22
3,18
4,3
3,1
1,18
3,15
3,22
4,19
3,21
2,4
1,16
5,20
5,11
1,8
4,21
3,23
4,21
2,4
1,2
4,10
1,4
5,8
4,5
3,15
5,22
5,14
2,24
1,14
5,16
3,14
3,2
4,7
2,15
1,12
3,22
3,18
4,2
2,9
4,4
2,3
5,21
1,1
2,11
5,5
1,7
5,25
5,7
2,7
2,11
1,20
2,9
5,5
2,9
1,4
1,5
2,12
3,19
2,1
1,9
4,5
1,17
1,24
4,16
3,25
5,17
4,4
2,17
1,20
5,24
4,10
1,21
4,2
4,13
1,22
4,16
1,3
5,11
1,5
3,5
5,20
3,18
5,13
3,17
5,15
4,20
1,4
5,21
2,24
4,14
4,8
4,11
4,13
1,24
4,11
3,11
2,12
4,22
1,3
1,3
1,14
3,24
5,5
5,2
5,18
1,11
3,14
4,22
1,24
5,10
3,10
5,4
2,17
4,5
1,8
5,12
1,12
3,25
2,19
5,14
5,25
5,20
5,1
3,22
2,1
3,9
3,11
2,1
5,5
4,22
2,3
1,24
5,3
4,7
4,14
2,11
3,12
3,24
5,25
1,20
2,2
5,6
1,2
4,9
4,22
5,16
4,15
2,9
5,25
3,4
1,14
5,10
5,16
3,22
2,2
5,13
1,2
3,7
2,7
3,25
3,10
1,4
4,16
2,6
5,13
2,23
5,17
3,22
4,3
1,24
1,14
1,15
5,11
5,14
4,13
1,10
1,13
2,11
4,20
3,23
4,3
2,4
5,14
5,13
4,3
3,10
3,8
2,25
5,3
1,21
5,17
3,7
2,12
1,8
3,5
2,7
2,20
1,25
4,6
5,15
5,25
5,15
5,21
3,11
4,5
4,3
3,15
5,9
3,2
1,17
4,10
1,15
3,2
1,10
1,21
5,20
4,17
5,15
1,18
5,15
2,21
5,11
5,16
1,5
1,15
1,11
2,17
2,2
4,23
5,15
5,17
3,6
3,12
4,13
3,25
5,22
3,2
3,3
5,4
4,22
3,10
5,24
3,5
5,3
2,22
3,12
4,21
5,5
1,23
5,10
3,13
5,5
4,3
3,17
3,1
2,10
3,7
4,25
2,7
2,5
3,3
5,4
5,25
5,24
3,2
5,25
5,5
2,13
2,6
5,23
4,6
4,2
2,12
5,15
4,10
5,8
3,8
2,16
5,12
4,15
3,25
4,25
5,17
2,14
5,7
3,5
4,2
5,12
5,4
3,4
2,3
4,9
2,17
1,14
4,8
1,12
1,14
5,13
2,12
1,13
2,12
3,1
3,4
2,5
3,2
2,16
4,25
5,15
1,1
3,1
2,7
5,18
4,17
3,4
3,8
1,4
4,8
5,21
1,15
4,4
5,20
5,1
2,19
2,23
4,10
5,1
2,12
4,19
1,6
3,17
5,3
5,18
5,17
4,1
1,16
4,21
3,12
1,24
1,12
2,12
1,24
5,25
3,24
1,5
5,12
2,11
4,25
4,23
2,21
1,5
4,23
3,2
1,7
1,7
3,11
4,17
4,18
1,9
2,25
3,10
1,25
3,21
1,9
4,12
4,13
3,13
4,6
4,23
5,12
1,9
4,24
4,3
2,20
3,18
1,11
3,3
3,22
4,10
4,20
4,6
4,12
3,2
4,20
1,9
4,3
5,12
2,24
2,1
4,20
2,2
2,3
3,25
4,12
1,19
2,20
4,22
3,12
1,15
2,19
3,17
3,13
3,21
1,8
2,1
5,16
5,13
3,4
3,25
4,23
5,7
4,10
1,7
1,5
2,15
4,23
3,3
3,22
1,23
5,18
3,10
2,6
5,12
1,8
2,7
4,8
3,1
5,18
4,12
2,18
1,20
3,3
4,13
4,17
4,25
1,19
3,5
1,21
4,15
5,22
2,12
5,25
5,21
2,6
5,14
1,2
2,17
2,10
3,6
2,23
5,12
1,10
2,9
5,21
2,9
3,21
5,20
5,3
2,21
5,19
2,5
5,22
5,24
5,11
1,2
1,3
5,21
2,9
5,25
5,14
1,21
5,16
3,10
2,16
4,22
4,10
1,3
4,6
4,14
2,15
5,11
3,5
3,23
3,24
2,13
3,25
5,17
3,4
4,8
3,4
2,15
1,5
3,2
5,13
2,14
3,6
3,19
2,7
5,16
4,15
4,10
1,1
5,13
2,15
5,7
1,12
3,2
5,16
4,21
5,10
1,1
2,14
3,9
4,25
1,12
1,13
5,19
3,7
3,18
4,3
4,17
5,25
5,9
5,22
2,4
4,4
3,12
3,18
2,25
5,7
4,17
1,17
1,2
3,5
5,16
2,15
5,20
3,5
3,20
4,6
3,20
3,19
5,17
4,18
5,23
4,10
3,1
1,11
5,14
1,10
4,20
5,9
2,19
1,24
4,19
5,6
5,21
4,25
2,5
5,2
1,23
1,7
3,15
2,14
2,14
5,14
5,25
1,16
2,23
2,17
3,18
4,22
4,17
2,11
5,15
5,11
3,12
4,20
2,7
5,9
2,10
3,10
2,23
4,23
4,11
5,12
3,24
1,10
5,19
4,13
2,12
1,10
1,10
4,12
3,21
4,24
2,7
3,18
3,18
1,5
5,20
2,8
5,2
2,8
1,2
3,14
4,23
2,4
5,1
4,6
4,21
2,16
3,25
3,11
1,21
1,25
5,21
5,8
1,24
4,6
1,6
4,13
3,6
1,2
5,10
1,20
3,11
5,15
4,17
5,5
3,15
1,7
2,11
4,24
3,21
2,23
3,1
5,10
2,22
5,6
4,21
5,14
1,11
1,13
2,6
3,16
1,8
4,9
4,8
3,25
3,11
5,19
3,1
3,21
2,23
1,2
3,15
4,6
5,22
3,23
1,23
3,21
5,12
2,8
4,5
4,5
5,24
4,12
5,23
5,16
2,22
2,25
5,22
5,3
5,15
3,23
5,3
1,4
5,18
5,7
2,18
3,6
4,17
2,4
5,23
1,16
4,17
4,2
5,5
4,14
1,19
4,18
3,22
1,24
3,13
2,1
1,19
4,2
1,12
1,18
4,3
3,2
2,14
2,25
4,25
4,12
4,15
1,13
5,22
3,5
2,4
4,18
2,17
2,24
1,1
4,10
5,22
5,14
2,13
4,8
2,12
2,9
1,24
4,2
1,20
2,8
1,3
1,20
5,15
1,22
1,8
4,13
5,8
1,7
5,5
2,10
5,24
5,11
3,20
3,8
5,5
4,8
3,10
5,2
2,19
4,21
4,18
3,2
4,21
3,17
4,23
2,14
4,10
5,6
2,16
3,8
2,23
1,15
4,18
5,14
2,17
2,13
2,9
1,11
3,15
5,3
2,24
3,2
5,13
1,20
2,3
5,25
5,24
4,7
3,7
1,10
2,7
1,24
4,24
5,8
2,23
2,13
3,18
3,25
4,13
3,18
3,10
5,12
4,16
4,4
3,25
3,7
4,11
5,2
2,8
3,1
5,18
4,19
2,10
3,7
4,8
2,19
5,16
3,21
4,9
4,24
2,15
3,24
2,6
5,24
2,16
1,18
1,17
1,3
1,25
2,14
2,21
2,3
2,1
4,17
1,12
5,20
4,16
1,1
5,18
1,14
5,1
3,24
3,18
5,1
4,23
1,6
5,4
2,5
5,7
3,17
3,12
1,13
4,12
5,15
2,8
1,10
1,21
4,3
4,13
4,18
1,2
2,23
4,3
3,14
1,19
1,17
2,8
5,23
3,16
1,2
3,22
5,18
1,22
3,6
2,1
2,19
4,25
3,3
5,6
5,8
5,13
4,11
2,25
1,23
3,17
1,2
2,14
3,3
5,20
4,20
3,25
3,1
4,15
3,8
4,18
2,14
5,22
4,22
5,3
2,10
1,23
3,3
4,5
2,23
4,24
3,11
1,4
3,1
3,15
3,25
2,4
2,3
4,14
5,18
4,17
1,4
3,3
1,18
5,20
4,11
3,1
4,14
1,25
5,24
5,8
2,17
4,22
2,6
3,9
4,9
1,5
4,6
4,9
4,10
3,3
2,9
4,24
5,20
4,7
2,4
1,10
3,13
4,20
4,11
4,11
5,21
3,5
5,11
2,23
3,16
4,6
3,11
4,24
2,19
4,11
4,9
1,12
2,19
5,19
5,6
4,1
2,23
3,15
1,23
4,14
3,5
3,8
2,22
4,23
1,13
5,15
5,16
5,13
4,17
1,18
5,12
1,20
2,4
3,22
5,6
5,2
4,21
3,25
1,14
1,1
2,9
5,17
5,18
5,23
4,8
4,12
5,15
5,23
3,5
4,1
3,4
1,14
2,4
3,12
4,11
5,7
3,16
1,16
4,15
1,11
1,10
1,23
3,1
1,21
2,22
2,24
2,17
2,18
5,11
4,14
4,8
2,21
4,6
1,13
5,24
4,7
4,19
1,13
2,23
3,7
1,25
1,19
2,18
3,12
4,7
3,4
4,22
3,17
4,20
4,20
1,19
3,12
5,15
3,6
5,20
2,3
1,11
3,8
2,4
2,12
4,17
5,14
5,5
4,13
4,6
5,21
2,23
2,18
3,16
2,5
4,11
1,20
1,12
2,16
4,7
5,18
4,21
4,14
4,14
2,16
5,3
2,1
1,10
2,9
3,18
4,6
4,19
5,18
5,4
3,4
5,25
5,12
1,25
4,25
2,18
1,14
2,24
1,10
3,15
1,12
1,15
2,25
5,7
3,23
5,23
4,21
5,6
2,5
1,7
3,19
3,18
5,20
3,6
3,23
5,10
5,9
1,22
4,5
3,2
2,21
2,23
2,8
3,23
4,8
2,16
3,19
4,21
4,13
1,3
5,13
3,24
3,23
4,15
5,11
1,1
4,24
3,21
5,3
2,13
2,14
3,16
3,11
5,11
2,19
4,19
1,11
1,2
4,21
1,1
4,6
1,15
2,14
2,23
3,21
3,6
3,3
1,9
2,12
4,2
3,21
2,24
1,14
1,23
2,1
1,16
5,5
5,8
4,22
1,1
3,23
4,4
2,23
1,16
4,8
1,3
3,4
3,12
4,5
2,25
2,21
5,3
1,19
2,20
3,15
2,24
2,21
5,14
4,22
1,7
2,4
1,25
4,19
4,12
2,11
3,8
1,21
5,8
5,20
5,24
1,10
3,22
5,7
5,20
4,7
1,10
4,8
1,13
4,8
5,21
5,3
3,1
2,11
5,13
3,14
2,18
4,25
1,25
5,1
1,3
2,9
1,2
5,13
5,10
4,25
4,14
5,3
5,18
3,5
3,3
5,3
2,7
3,18
5,13
1,21
4,10
2,24
2,2
4,3
4,4
5,20
3,2
2,22
1,4
2,23
1,23
4,6
5,12
3,17
3,6
3,5
1,24
1,25
4,11
5,9
3,3
5,23
1,21
4,16
3,17
4,2
2,19
2,12
1,9
1,19
5,8
1,1
2,1
4,2
4,12
2,5
5,2
4,23
3,8
4,8
3,24
1,9
3,19
5,4
1,22
2,6
1,17
1,13
3,15
3,25
1,11
4,18
3,1
3,7
3,19
5,24
4,8
5,12
2,16
5,24
2,25
1,5
1,14
5,8
1,12
1,11
4,25
3,24
2,4
2,17
4,14
2,2
3,23
1,3
5,8
3,14
1,15
1,19
2,17
4,21
5,3
1,19
2,14
3,8
3,9
3,13
4,11
2,9
2,3
5,5
2,4
2,4
4,15
4,11
5,4
2,12
3,15
3,15
1,4
3,6
5,23
2,2
2,11
2,3
4,12
1,17
3,22
2,9
4,1
5,15
5,24
1,8
1,15
1,5
1,1
2,25
2,5
3,13
1,22
5,19
1,9
1,1
4,7
1,5
1,11
4,2
2,2
4,19
4,24
1,16
4,13
3,6
2,7
3,9
2,15
5,2
5,20
3,8
4,16
4,18
1,2
4,9
4,5
5,7
5,8
4,1
3,23
5,16
3,16
5,19
4,11
2,9
3,1
2,20
3,1
4,2
3,17
5,25
2,8
2,4
2,22
5,9
1,24
2,25
4,19
2,12
2,6
3,19
3,24
1,19
3,23
5,19
5,5
4,7
3,18
4,6
1,2
2,2
2,20
5,1
1,16
5,11
2,7
2,11
1,11
2,1
2,19
1,25
3,17
3,3
4,23
1,19
3,11
2,11
4,6
4,21
3,21
5,6
5,23
2,12
5,22
4,6
3,10
2,5
1,24
5,23
5,13
2,2
3,20
2,20
5,21
4,4
3,5
1,24
3,8
2,11
1,21
3,23
1,15
2,9
1,8
3,12
1,4
4,2
4,15
4,6
4,16
5,12
1,13
5,16
2,21
4,6
1,3
1,10
3,11
1,4
2,11
2,13
1,24
1,18
5,11
4,20
1,23
2,14
4,20
1,6
3,4
2,7
5,14
5,24
3,9
2,10
1,4
5,13
4,18
1,5
1,12
1,14
5,10
2,16
1,4
2,7
3,21
4,3
3,4
4,13
3,16
5,3
2,13
4,12
2,12
1,15
4,9
3,15
3,8
1,19
1,5
3,3
4,18
5,25
5,8
4,2
4,17
4,18
2,19
3,16
4,3
1,23
5,17
5,17
5,22
1,5
4,25
2,6
2,7
1,5
1,14
4,22
2,7
3,20
1,11
4,3
4,18
3,18
5,9
1,15
5,23
5,19
1,14
2,14
5,5
5,19
1,25
5,4
1,25
5,10
4,12
4,9
4,21
5,19
1,16
3,6
2,13
5,20
4,22
4,2
2,11
4,2
3,9
3,1
3,10
4,9
1,23
2,8
4,10
3,25
4,9
1,20
4,7
4,7
4,24
5,25
1,12
2,17
3,3
5,23
2,13
5,25
1,19
2,6
1,7
1,8
1,15
2,12
3,9
5,15
1,13
1,22
3,8
5,16
2,15
5,16
3,18
2,12
1,9
1,10
1,13
5,6
2,25
2,8
2,22
4,9
1,17
1,25
2,16
2,21
1,20
3,8
3,20
3,23
4,14
4,12
2,9
3,15
5,22
4,20
1,19
5,1
3,22
5,18
3,20
1,10
1,16
3,11
3,21
3,9
3,21
2,7
2,17
5,2
3,13
2,22
1,24
4,21
3,10
4,14
1,13
5,19
3,7
2,24
5,22
4,21
3,22
3,17
5,6
3,6
4,4
3,5
5,24
2,25
3,22
1,21
3,8
3,8
3,14
3,12
3,19
1,15
1,16
5,21
5,19
4,3
5,7
4,4
3,17
1,14
2,5
3,7
5,14
2,15
2,11
1,25
3,16
2,21
1,11
4,1
2,9
2,25
2,19
1,16
5,5
4,14
4,13
4,16
1,1
2,18
3,24
3,1
5,25
1,7
1,22
2,21
3,8
2,10
4,4
5,17
2,10
1,3
3,10
5,15
5,20
4,11
2,22
4,11
2,12
4,6
2,1
2,8
1,7
5,19
1,6
1,12
3,13
5,25
1,20
1,20
1,22
1,21
1,2
4,14
1,13
3,18
2,16
1,7
4,10
1,22
5,22
5,9
2,20
1,14
5,17
3,4
1,4
2,16
2,20
3,25
2,17
4,12
2,10
5,2
2,16
4,23
2,11
1,1
1,22
5,4
4,22
1,5
5,25
1,3
2,9
3,15
4,9
1,2
1,6
3,10
3,22
1,14
1,4
2,1
2,22
3,11
5,15
1,9
3,12
1,6
4,13
